year,state,district,inside_descrip,inside_code,description,cook_code,mean_rating
2016,CA,41,Currently Safe Democrat,4,Solid D,4,4
2016,CA,42,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,43,Currently Safe Democrat,4,Solid D,4,4
2016,CA,44,Currently Safe Democrat,4,Solid D,4,4
2016,CA,45,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,46,Currently Safe Democrat,4,Solid D,4,4
2016,CA,47,Currently Safe Democrat,4,Solid D,4,4
2016,CA,48,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,49,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2016,CA,50,Currently Safe Republican,-4,Solid R,-4,-4
2016,CA,51,Currently Safe Democrat,4,Solid D,4,4
2016,CA,52,Currently Safe Democrat,4,Solid D,4,4
2016,CA,53,Currently Safe Democrat,4,Solid D,4,4
2016,CO,1,Currently Safe Democrat,4,Solid D,4,4
2016,CO,2,Currently Safe Democrat,4,Solid D,4,4
2016,CO,3,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,CO,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,CO,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,CO,6,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2016,CO,7,Currently Safe Democrat,4,Solid D,4,4
2016,CT,1,Currently Safe Democrat,4,Solid D,4,4
2016,CT,2,Currently Safe Democrat,4,Solid D,4,4
2016,CT,3,Currently Safe Democrat,4,Solid D,4,4
2016,CT,4,Currently Safe Democrat,4,Solid D,4,4
2016,CT,5,Currently Safe Democrat,4,Solid D,4,4
2016,DE,0,Currently Safe Democrat,4,Solid D,4,4
2016,FL,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,FL,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,5,Currently Safe Democrat,4,Solid D,4,4
2016,FL,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,7,Toss-up/Tilt Democrat,1,Tossup R,-1,0
2016,FL,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,9,Currently Safe Democrat,4,Solid D,4,4
2016,FL,10,Currently Safe Democrat,4,Likely D,3,3.5
2016,FL,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,12,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,13,Lean Democrat,2,Lean D,2,2
2016,FL,14,Currently Safe Democrat,4,Solid D,4,4
2016,FL,15,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,16,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,17,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,18,Pure Toss-up,0,Lean R,-2,-1
2016,FL,19,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,20,Currently Safe Democrat,4,Solid D,4,4
2016,FL,21,Currently Safe Democrat,4,Solid D,4,4
2016,FL,22,Currently Safe Democrat,4,Solid D,4,4
2016,FL,23,Currently Safe Democrat,4,Solid D,4,4
2016,FL,24,Currently Safe Democrat,4,Solid D,4,4
2016,FL,25,Currently Safe Republican,-4,Solid R,-4,-4
2016,FL,26,Pure Toss-up,0,Tossup R,-1,-0.5
2016,FL,27,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,GA,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,2,Currently Safe Democrat,4,Solid D,4,4
2016,GA,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,4,Currently Safe Democrat,4,Solid D,4,4
2016,GA,5,Currently Safe Democrat,4,Solid D,4,4
2016,GA,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,9,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,12,Currently Safe Republican,-4,Solid R,-4,-4
2016,GA,13,Currently Safe Democrat,4,Solid D,4,4
2016,GA,14,Currently Safe Republican,-4,Solid R,-4,-4
2016,HI,1,Currently Safe Democrat,4,Solid D,4,4
2016,HI,2,Currently Safe Democrat,4,Solid D,4,4
2016,ID,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,ID,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,1,Currently Safe Democrat,4,Solid D,4,4
2016,IL,2,Currently Safe Democrat,4,Solid D,4,4
2016,IL,3,Currently Safe Democrat,4,Solid D,4,4
2016,IL,4,Currently Safe Democrat,4,Solid D,4,4
2016,IL,5,Currently Safe Democrat,4,Solid D,4,4
2016,IL,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,7,Currently Safe Democrat,4,Solid D,4,4
2016,IL,8,Currently Safe Democrat,4,Solid D,4,4
2016,IL,9,Currently Safe Democrat,4,Solid D,4,4
2016,IL,10,Pure Toss-up,0,Tossup R,-1,-0.5
2016,IL,11,Currently Safe Democrat,4,Solid D,4,4
2016,IL,12,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,IL,13,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,14,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,15,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,16,Currently Safe Republican,-4,Solid R,-4,-4
2016,IL,17,Currently Safe Democrat,4,Solid D,4,4
2016,IL,18,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,1,Currently Safe Democrat,4,Solid D,4,4
2016,IN,2,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,IN,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,7,Currently Safe Democrat,4,Solid D,4,4
2016,IN,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,IN,9,Republican Favored,-3,Lean R,-2,-2.5
2016,IA,1,Pure Toss-up,0,Tossup R,-1,-0.5
2016,IA,2,Currently Safe Democrat,4,Solid D,4,4
2016,IA,3,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2016,IA,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,KS,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,KS,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,KS,3,Lean Republican,-2,Lean R,-2,-2
2016,KS,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,KY,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,KY,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,KY,3,Currently Safe Democrat,4,Solid D,4,4
2016,KY,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,KY,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,KY,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,LA,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,LA,2,Currently Safe Democrat,4,Solid D,4,4
2016,LA,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,LA,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,LA,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,LA,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,ME,1,Currently Safe Democrat,4,Solid D,4,4
2016,ME,2,Pure Toss-up,0,Tossup R,-1,-0.5
2016,MD,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,MD,2,Currently Safe Democrat,4,Solid D,4,4
2016,MD,3,Currently Safe Democrat,4,Solid D,4,4
2016,MD,4,Currently Safe Democrat,4,Solid D,4,4
2016,MD,5,Currently Safe Democrat,4,Solid D,4,4
2016,MD,6,Currently Safe Democrat,4,Likely D,3,3.5
2016,MD,7,Currently Safe Democrat,4,Solid D,4,4
2016,MD,8,Currently Safe Democrat,4,Solid D,4,4
2016,MA,1,Currently Safe Democrat,4,Solid D,4,4
2016,MA,2,Currently Safe Democrat,4,Solid D,4,4
2016,MA,3,Currently Safe Democrat,4,Solid D,4,4
2016,MA,4,Currently Safe Democrat,4,Solid D,4,4
2016,MA,5,Currently Safe Democrat,4,Solid D,4,4
2016,MA,6,Currently Safe Democrat,4,Solid D,4,4
2016,MA,7,Currently Safe Democrat,4,Solid D,4,4
2016,MA,8,Currently Safe Democrat,4,Solid D,4,4
2016,MA,9,Currently Safe Democrat,4,Solid D,4,4
2016,MI,1,Toss-up/Tilt Republican,-1,Lean R,-2,-1.5
2016,MI,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,5,Currently Safe Democrat,4,Solid D,4,4
2016,MI,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,7,Republican Favored,-3,Likely R,-3,-3
2016,MI,8,Currently Safe Republican,-4,Lean R,-2,-3
2016,MI,9,Currently Safe Democrat,4,Solid D,4,4
2016,MI,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,MI,12,Currently Safe Democrat,4,Solid D,4,4
2016,MI,13,Currently Safe Democrat,4,Solid D,4,4
2016,MI,14,Currently Safe Democrat,4,Solid D,4,4
2016,MN,1,Currently Safe Democrat,4,Solid D,4,4
2016,MN,2,Toss-up/Tilt Democrat,1,Tossup R,-1,0
2016,MN,3,Republican Favored,-3,Lean R,-2,-2.5
2016,MN,4,Currently Safe Democrat,4,Solid D,4,4
2016,MN,5,Currently Safe Democrat,4,Solid D,4,4
2016,MN,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,MN,7,Currently Safe Democrat,4,Solid D,4,4
2016,MN,8,Lean Democrat,2,Tossup D,1,1.5
2016,MS,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,MS,2,Currently Safe Democrat,4,Solid D,4,4
2016,MS,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,MS,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,1,Currently Safe Democrat,4,Solid D,4,4
2016,MO,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,5,Currently Safe Democrat,4,Solid D,4,4
2016,MO,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,MO,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,MT,0,Republican Favored,-3,Likely R,-3,-3
2016,NE,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,NE,2,Toss-up/Tilt Democrat,1,Tossup D,1,1
2016,NE,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,NV,1,Currently Safe Democrat,4,Solid D,4,4
2016,NV,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,NV,3,Pure Toss-up,0,Tossup R,-1,-0.5
2016,NV,4,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2016,NH,1,Toss-up/Tilt Democrat,1,Lean D,2,1.5
2016,NH,2,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,1,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,NJ,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,NJ,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,NJ,5,Toss-up/Tilt Democrat,1,Tossup R,-1,0
2016,NJ,6,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,NJ,8,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,9,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,10,Currently Safe Democrat,4,Solid D,4,4
2016,NJ,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,NJ,12,Currently Safe Democrat,4,Solid D,4,4
2016,NM,1,Currently Safe Democrat,4,Solid D,4,4
2016,NM,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,NM,3,Currently Safe Democrat,4,Solid D,4,4
2016,NY,1,Lean Republican,-2,Likely R,-3,-2.5
2016,NY,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,NY,3,Lean Democrat,2,Lean D,2,2
2016,NY,4,Currently Safe Democrat,4,Solid D,4,4
2016,NY,5,Currently Safe Democrat,4,Solid D,4,4
2016,NY,6,Currently Safe Democrat,4,Solid D,4,4
2016,NY,7,Currently Safe Democrat,4,Solid D,4,4
2016,NY,8,Currently Safe Democrat,4,Solid D,4,4
2016,NY,9,Currently Safe Democrat,4,Solid D,4,4
2016,NY,10,Currently Safe Democrat,4,Solid D,4,4
2016,NY,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,NY,12,Currently Safe Democrat,4,Solid D,4,4
2016,NY,13,Currently Safe Democrat,4,Solid D,4,4
2016,NY,14,Currently Safe Democrat,4,Solid D,4,4
2016,NY,15,Currently Safe Democrat,4,Solid D,4,4
2016,NY,16,Currently Safe Democrat,4,Solid D,4,4
2016,NY,17,Currently Safe Democrat,4,Solid D,4,4
2016,NY,18,Currently Safe Democrat,4,Solid D,4,4
2016,NY,19,Pure Toss-up,0,Tossup R,-1,-0.5
2016,NY,20,Currently Safe Democrat,4,Solid D,4,4
2016,NY,21,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,NY,22,Pure Toss-up,0,Lean R,-2,-1
2016,NY,23,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,NY,24,Republican Favored,-3,Likely R,-3,-3
2016,NY,25,Currently Safe Democrat,4,Likely D,3,3.5
2016,NY,26,Currently Safe Democrat,4,Solid D,4,4
2016,NY,27,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,1,Currently Safe Democrat,4,Solid D,4,4
2016,NC,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,4,Currently Safe Democrat,4,Solid D,4,4
2016,NC,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,9,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,NC,12,Currently Safe Democrat,4,Solid D,4,4
2016,NC,13,Currently Safe Republican,-4,Solid R,-4,-4
2016,ND,0,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,3,Currently Safe Democrat,4,Solid D,4,4
2016,OH,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,9,Currently Safe Democrat,4,Solid D,4,4
2016,OH,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,11,Currently Safe Democrat,4,Solid D,4,4
2016,OH,12,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,13,Currently Safe Democrat,4,Solid D,4,4
2016,OH,14,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,15,Currently Safe Republican,-4,Solid R,-4,-4
2016,OH,16,Currently Safe Republican,-4,Solid R,-4,-4
2016,OK,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,OK,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,OK,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,OK,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,OK,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,OR,1,Currently Safe Democrat,4,Solid D,4,4
2016,OR,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,OR,3,Currently Safe Democrat,4,Solid D,4,4
2016,OR,4,Currently Safe Democrat,4,Solid D,4,4
2016,OR,5,Currently Safe Democrat,4,Solid D,4,4
2016,PA,1,Currently Safe Democrat,4,Solid D,4,4
2016,PA,2,Currently Safe Democrat,4,Solid D,4,4
2016,PA,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,6,Currently Safe Republican,-4,Likely R,-3,-3.5
2016,PA,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,8,Pure Toss-up,0,Tossup R,-1,-0.5
2016,PA,9,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,12,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,13,Currently Safe Democrat,4,Solid D,4,4
2016,PA,14,Currently Safe Democrat,4,Solid D,4,4
2016,PA,15,Currently Safe Republican,-4,Solid R,-4,-4
2016,PA,16,Currently Safe Republican,-4,Lean R,-2,-3
2016,PA,17,Currently Safe Democrat,4,Solid D,4,4
2016,PA,18,Currently Safe Republican,-4,Solid R,-4,-4
2016,RI,1,Currently Safe Democrat,4,Solid D,4,4
2016,RI,2,Currently Safe Democrat,4,Solid D,4,4
2016,SC,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,SC,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,SC,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,SC,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,SC,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,SC,6,Currently Safe Democrat,4,Solid D,4,4
2016,SC,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,SD,0,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,5,Currently Safe Democrat,4,Solid D,4,4
2016,TN,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,TN,9,Currently Safe Democrat,4,Solid D,4,4
2016,TX,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,9,Currently Safe Democrat,4,Solid D,4,4
2016,TX,10,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,11,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,12,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,13,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,14,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,15,Currently Safe Democrat,4,Solid D,4,4
2016,TX,16,Currently Safe Democrat,4,Solid D,4,4
2016,TX,17,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,18,Currently Safe Democrat,4,Solid D,4,4
2016,TX,19,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,20,Currently Safe Democrat,4,Solid D,4,4
2016,TX,21,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,22,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,23,Pure Toss-up,0,Tossup R,-1,-0.5
2016,TX,24,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,25,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,26,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,27,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,28,Currently Safe Democrat,4,Solid D,4,4
2016,TX,29,Currently Safe Democrat,4,Solid D,4,4
2016,TX,30,Currently Safe Democrat,4,Solid D,4,4
2016,TX,31,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,32,Currently Safe Republican,-4,Solid R,-4,-4
2016,TX,33,Currently Safe Democrat,4,Solid D,4,4
2016,TX,34,Currently Safe Democrat,4,Solid D,4,4
2016,TX,35,Currently Safe Democrat,4,Solid D,4,4
2016,TX,36,Currently Safe Republican,-4,Solid R,-4,-4
2016,UT,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,UT,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,UT,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,UT,4,Republican Favored,-3,Lean R,-2,-2.5
2016,VT,0,Currently Safe Democrat,4,Solid D,4,4
2016,VA,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,VA,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,VA,3,Currently Safe Democrat,4,Solid D,4,4
2016,VA,4,Currently Safe Democrat,4,Likely D,3,3.5
2016,VA,5,Republican Favored,-3,Likely R,-3,-3
2016,VA,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,VA,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,VA,8,Currently Safe Democrat,4,Solid D,4,4
2016,VA,9,Currently Safe Republican,-4,Solid R,-4,-4
2016,VA,10,Toss-up/Tilt Republican,-1,Tossup R,-1,-1
2016,VA,11,Currently Safe Democrat,4,Solid D,4,4
2016,WA,1,Currently Safe Democrat,4,Solid D,4,4
2016,WA,2,Currently Safe Democrat,4,Solid D,4,4
2016,WA,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,WA,4,Currently Safe Republican,-4,Solid R,-4,-4
2016,WA,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,WA,6,Currently Safe Democrat,4,Solid D,4,4
2016,WA,7,Currently Safe Democrat,4,Solid D,4,4
2016,WA,8,Currently Safe Republican,-4,Solid R,-4,-4
2016,WA,9,Currently Safe Democrat,4,Solid D,4,4
2016,WA,10,Currently Safe Democrat,4,Solid D,4,4
2016,WV,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,WV,2,Currently Safe Republican,-4,Solid R,-4,-4
2016,WV,3,Currently Safe Republican,-4,Solid R,-4,-4
2016,WI,1,Currently Safe Republican,-4,Solid R,-4,-4
2016,WI,2,Currently Safe Democrat,4,Solid D,4,4
2016,WI,3,Currently Safe Democrat,4,Solid D,4,4
2016,WI,4,Currently Safe Democrat,4,Solid D,4,4
2016,WI,5,Currently Safe Republican,-4,Solid R,-4,-4
2016,WI,6,Currently Safe Republican,-4,Solid R,-4,-4
2016,WI,7,Currently Safe Republican,-4,Solid R,-4,-4
2016,WI,8,Republican Favored,-3,Likely R,-3,-3
2016,WY,0,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,1,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,2,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,3,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,4,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,5,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,6,Currently Safe Republican,-4,Solid R,-4,-4
2018,AL,7,Currently Safe Democrat,4,Solid D,4,4
2018,AK,0,Republican Favored,-3,Lean R,-2,-2.5
2018,AZ,1,Lean Democrat,2,Lean D,2,2
2018,AZ,2,Lean Democrat,2,Lean D,2,2
2018,AZ,3,Currently Safe Democrat,4,Solid D,4,4
2018,AZ,4,Currently Safe Republican,-4,Solid R,-4,-4
2018,AZ,5,Currently Safe Republican,-4,Solid R,-4,-4
2018,AZ,6,Currently Safe Republican,-4,Likely R,-3,-3.5
2018,AZ,7,Currently Safe Democrat,4,Solid D,4,4
2018,AZ,8,Republican Favored,-3,Likely R,-3,-3
2018,AZ,9,Currently Safe Democrat,4,Solid D,4,4
2018,AR,1,Currently Safe Republican,-4,Solid R,-4,-4
2018,AR,2,Republican Favored,-3,Likely R,-3,-3
2018,AR,3,Currently Safe Republican,-4,Solid R,-4,-4
2018,AR,4,Currently Safe Republican,-4,Solid R,-4,-4
2018,CA,1,Currently Safe Republican,-4,Likely R,-3,-3.5
2018,CA,2,Currently Safe Democrat,4,Solid D,4,4
2018,CA,3,Currently Safe Democrat,4,Solid D,4,4
2018,CA,4,Republican Favored,-3,Likely R,-3,-3
2018,CA,5,Currently Safe Democrat,4,Solid D,4,4
2018,CA,6,Currently Safe Democrat,4,Solid D,4,4
2018,CA,7,Currently Safe Democrat,4,Likely D,3,3.5
2018,CA,8,Currently Safe Republican,-4,Solid R,-4,-4
2018,CA,9,Currently Safe Democrat,4,Solid D,4,4
2018,CA,10,Pure Toss-up,0,Tossup R,-1,-0.5
2018,CA,11,Currently Safe Democrat,4,Solid D,4,4
2018,CA,12,Currently Safe Democrat,4,Solid D,4,4
2018,CA,13,Currently Safe Democrat,4,Solid D,4,4
2018,CA,14,Currently Safe Democrat,4,Solid D,4,4
2018,CA,15,Currently Safe Democrat,4,Solid D,4,4
2018,CA,16,Currently Safe Democrat,4,Likely D,3,3.5
2018,CA,17,Currently Safe Democrat,4,Solid D,4,4
2018,CA,18,Currently Safe Democrat,4,Solid D,4,4
2018,CA,19,Currently Safe Democrat,4,Solid D,4,4
2018,CA,20,Currently Safe Democrat,4,Solid D,4,4
2018,CA,21,Republican Favored,-3,Likely R,-3,-3
2018,CA,22,Currently Safe Republican,-4,Likely R,-3,-3.5
2018,CA,23,Currently Safe Republican,-4,Solid R,-4,-4
2018,CA,24,Currently Safe Democrat,4,Solid D,4,4
2018,CA,25,Pure Toss-up,0,Tossup R,-1,-0.5
2018,CA,26,Currently Safe Democrat,4,Solid D,4,4
2018,CA,27,Currently Safe Democrat,4,Solid D,4,4
2018,CA,28,Currently Safe Democrat,4,Solid D,4,4
2018,CA,29,Currently Safe Democrat,4,Solid D,4,4
2018,CA,30,Currently Safe Democrat,4,Solid D,4,4
2018,CA,31,Currently Safe Democrat,4,Solid D,4,4
2018,CA,32,Currently Safe Democrat,4,Solid D,4,4
2018,CA,33,Currently Safe Democrat,4,Solid D,4,4
2018,CA,34,Currently Safe Democrat,4,Solid D,4,4
2018,CA,35,Currently Safe Democrat,4,Solid D,4,4
2018,CA,36,Currently Safe Democrat,4,Solid D,4,4
2018,CA,37,Currently Safe Democrat,4,Solid D,4,4
2018,CA,38,Currently Safe Democrat,4,Solid D,4,4
2018,CA,39,Pure Toss-up,0,Tossup R,-1,-0.5
2018,CA,40,Currently Safe Democrat,4,Solid D,4,4
2018,CA,41,Currently Safe Democrat,4,Solid D,4,4
2018,CA,42,Currently Safe Republican,-4,Solid R,-4,-4
2018,CA,43,Currently Safe Democrat,4,Solid D,4,4
2018,CA,44,Currently Safe Democrat,4,Solid D,4,4
2018,CA,45,Pure Toss-up,0,Tossup R,-1,-0.5
2018,CA,46,Currently Safe Democrat,4,Solid D,4,4
2018,CA,47,Currently Safe Democrat,4,Solid D,4,4
2018,CA,48,Toss-up/Tilt Democrat,1,Tossup R,-1,0
2018,CA,49,Lean Democrat,2,Likely D,3,2.5
2018,CA,50,Lean Republican,-2,Lean R,-2,-2
2018,CA,51,Currently Safe Democrat,4,Solid D,4,4
